,ai_positionx,ai_positiony,ai_positionz,combatheadshot,combatlegshot,combattakedown,combattargettype,combattypeofkill,combatweaponused,enemyarch,isltl,killdist,playermovetype,playerpositionx,playerpositiony,playerpositionz,playervehicletype,takedownstate
7638,-922.54785,82.44318,101.95814,1,0,0.0,3,0,1075142,0x8B6C0CD4,1,24.001753,4,-906.00854,98.96112,99.53223,Not in Vehicle,0.0
4784,-1904.509,-1724.886,111.68957,0,0,0.0,4,0,628841,0xAAD6A3AD,1,16.100124,3,-1904.5546,-1740.0547,107.18739,Not in Vehicle,0.0
55,-277.99353,424.9887,122.75179,1,0,0.0,3,0,1075121,0x6BF561D1,1,14.536675,16,-264.13766,428.73837,125.04681,Not in Vehicle,0.0
1366,682.75464,-484.43582,110.715195,0,0,0.0,3,0,1046713,0x6BF561D1,1,19.929438,1,662.64996,-487.78656,107.98997,Not in Vehicle,0.0
7293,-822.0461,954.4907,102.5333,0,0,0.0,4,0,1072123,0xAAD6A3AD,1,11.50646,2,-811.8493,949.4005,100.9477,Not in Vehicle,0.0
3924,847.09735,-923.17053,252.27336,1,0,0.0,3,0,628824,0x2F7B991A,1,8.962414,1,842.69806,-930.9735,252.05634,Not in Vehicle,0.0
7504,-1543.0182,-229.91248,159.98921,0,0,0.0,3,0,1087636,0x6BF561D1,1,9.059316,3,-1539.2008,-222.10904,156.99226,Not in Vehicle,0.0
2506,-520.2346,46.586037,121.097435,0,0,0.0,3,0,525027,0xB2B12B51,1,21.626728,1,-536.06055,43.178307,118.407555,Not in Vehicle,0.0
7199,-1358.6224,310.84244,14.614088,1,0,0.0,3,0,628842,0x8B6C0CD4,1,20.413694,1,-1372.2666,296.11655,10.120042,Not in Vehicle,0.0
5875,631.44354,-491.24228,112.40912,0,0,0.0,3,0,628841,0xB2B12B51,1,5.979946,1,633.2672,-486.30817,109.56509,Not in Vehicle,0.0
7458,633.38477,-482.90408,111.70162,0,0,0.0,3,0,628841,0x6BF561D1,1,3.366395,1,634.2268,-481.29218,108.879,Not in Vehicle,0.0
8654,833.66266,-527.3893,111.26664,0,0,0.0,3,0,1046727,0xFC6A70F8,1,4.788472,2,834.13635,-523.5718,108.41546,Not in Vehicle,0.0
1573,-339.7501,1393.6014,104.16176,1,0,0.0,3,0,1068245,0x6BF561D1,1,13.972523,4,-340.59888,1404.0569,101.54513,Not in Vehicle,0.0
4888,643.25684,-480.855,109.60227,1,0,0.0,3,0,628841,0x6BF561D1,1,8.579051,4,636.20807,-479.3175,108.76389,Not in Vehicle,0.0
308,820.8071,-932.7214,254.92912,0,0,0.0,3,0,1071245,0x4A22FC60,1,9.940382,4,825.304,-941.34973,252.05615,Not in Vehicle,0.0
6507,179.2907,-447.90802,119.34874,0,0,0.0,3,0,1071245,0x6BF561D1,1,16.83577,1,166.9268,-453.0513,129.55286,Not in Vehicle,0.0
579,-1041.7742,-1471.7725,108.066,0,0,0.0,3,0,525023,0xFC203B28,1,0.0,1,-1072.18,-1478.1888,122.99785,Not in Vehicle,0.0
1705,641.51666,-1773.0133,112.636055,0,0,0.0,4,0,628841,0xAAD6A3AD,1,11.650641,1,651.24115,-1778.8716,110.01835,Not in Vehicle,0.0
7276,-1534.3605,-220.96716,160.54875,0,0,0.0,3,0,628824,0xB2B12B51,1,6.828012,1,-1532.6602,-226.55112,157.00613,Not in Vehicle,0.0
6651,-1387.7059,182.37502,8.930599,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,31.677076,4,-1384.0864,150.71799,6.261118,Not in Vehicle,0.0
5107,-1121.3263,535.8007,129.31503,0,0,0.0,3,0,1075121,0x6BF561D1,1,9.704331,1,-1113.1863,531.68933,125.997154,Not in Vehicle,0.0
9574,-1776.0188,42.378517,107.39949,0,0,0.0,3,0,1071250,0x6BF561D1,1,5.389755,1,-1773.6431,38.507942,104.497,Not in Vehicle,0.0
2994,-305.15518,-1447.6382,105.83984,1,0,0.0,3,0,628841,0x6BF561D1,1,3.757653,5,-305.2987,-1453.6193,105.25382,Not in Vehicle,0.0
7178,-1387.2538,174.40341,9.823863,1,0,0.0,3,0,628842,0x8B6C0CD4,1,25.549028,3,-1376.5017,151.00146,6.245042,Not in Vehicle,0.0
5130,-282.858,441.74878,122.12975,0,0,0.0,3,0,628841,0x6BF561D1,1,23.17176,2,-305.14194,436.23825,118.9554,Not in Vehicle,0.0
5900,631.8683,-498.45767,112.000755,0,0,0.0,3,0,628841,0x6BF561D1,1,8.951623,3,633.2006,-490.45227,108.761696,Not in Vehicle,0.0
696,660.8121,-1445.0806,113.29533,0,0,0.0,3,0,1071248,0x6BF561D1,1,5.173363,1,665.98425,-1445.1908,113.28239,Not in Vehicle,0.0
6477,177.32443,-447.22293,110.43716,0,0,0.0,3,0,1071245,0x6BF561D1,1,23.378479,1,166.927,-455.81732,129.53122,Not in Vehicle,0.0
6955,-1383.9812,123.65511,17.34906,0,0,0.0,3,0,1087636,0x8B6C0CD4,1,12.678813,1,-1387.0044,135.38196,13.5951,Not in Vehicle,0.0
6332,-1118.0381,529.48645,122.9597,0,0,0.0,3,0,1071250,0x6BF561D1,1,4.122998,3,-1114.8977,534.56586,121.841675,Not in Vehicle,0.0
9144,353.43475,973.7053,101.396194,1,0,0.0,3,0,1066495,0x6BF561D1,1,20.621796,11,341.78925,956.736,99.908165,BRAWLER_MIL_Boat,0.0
9062,36.474648,-364.83902,102.744,0,0,0.0,3,0,628838,0x6BF561D1,1,8.951721,2,28.008139,-365.4691,99.89347,Not in Vehicle,0.0
9383,641.8588,-489.99493,111.96748,0,0,0.0,3,0,628841,0x6BF561D1,1,9.657876,4,632.95215,-485.56955,109.52785,Not in Vehicle,0.0
9168,69.186714,-209.62317,102.43832,0,0,0.0,3,0,628841,0x6BF561D1,1,11.473028,3,70.52263,-199.57068,98.99483,Not in Vehicle,0.0
7063,-1456.3352,193.00711,14.739561,1,0,0.0,3,0,628842,0x8B6C0CD4,1,19.398806,3,-1454.2596,211.6479,11.070146,Not in Vehicle,0.0
5803,642.4143,-478.4569,111.36229,1,0,0.0,3,0,628841,0xB2B12B51,1,6.814635,1,641.547,-484.85147,109.16593,Not in Vehicle,0.0
957,-610.42267,-320.1673,114.69842,0,0,0.0,3,0,1068245,0x6BF561D1,1,7.940863,1,-609.0841,-313.0358,111.47239,Not in Vehicle,0.0
5914,639.4544,-504.40875,112.2697,0,0,0.0,3,0,628841,0x6BF561D1,1,5.356513,3,638.35614,-501.11932,107.99489,Not in Vehicle,0.0
7006,-1450.6829,176.35538,14.204392,1,0,0.0,3,0,628842,0x8B6C0CD4,1,34.284023,3,-1447.2676,210.69922,11.070553,Not in Vehicle,0.0
5269,46.87891,1075.166,104.23667,0,0,0.0,3,0,1075068,0x6BF561D1,1,16.025501,1,50.104626,1089.4095,97.61645,Not in Vehicle,0.0
6071,-1112.3528,543.4617,125.463615,0,0,0.0,3,0,1075114,0x6BF561D1,1,6.245243,1,-1116.2184,540.1831,121.81503,Not in Vehicle,0.0
353,-282.61325,156.0516,123.28851,0,0,0.0,3,0,1075068,0x6BF561D1,1,31.856815,1,-251.75475,163.4853,120.57877,Not in Vehicle,0.0
4827,-1558.0801,-266.68643,152.52838,0,0,0.0,3,0,628841,0xB2B12B51,1,1.826335,1,-1558.9575,-267.825,151.40178,Not in Vehicle,0.0
4798,-1104.7294,537.40936,127.32895,0,0,0.0,3,0,1068245,0x6BF561D1,1,9.304265,1,-1112.631,532.6657,126.050804,Not in Vehicle,0.0
6758,629.61206,-480.79898,109.881454,0,0,0.0,3,0,628841,0x6BF561D1,1,3.815582,1,632.05237,-483.5333,108.81994,Not in Vehicle,0.0
9609,-1018.1165,195.55905,26.49951,1,0,0.0,3,0,1066493,0xF487EE76,1,10.991887,1,-1025.1122,194.26868,18.119942,Not in Vehicle,0.0
9518,653.46844,-464.81802,108.540054,0,0,0.0,3,0,1075121,0xB2B12B51,1,1.617977,1,653.1611,-463.32245,108.00468,Not in Vehicle,0.0
7281,-1105.3647,530.9704,128.00371,0,0,0.0,3,0,1075121,0x6BF561D1,1,6.418262,1,-1111.5151,530.40155,126.25923,Not in Vehicle,0.0
3246,-1134.752,528.1489,129.51965,0,0,0.0,3,0,1066493,0x2F7B991A,1,16.842205,1,-1124.4617,539.03033,121.81503,Not in Vehicle,0.0
501,-1534.3516,-580.08264,19.456154,1,0,0.0,3,0,1066493,0xF487EE76,1,21.067408,2,-1543.4606,-598.3197,14.138325,Not in Vehicle,0.0
1007,-265.35385,156.88518,123.54174,0,0,0.0,3,0,516713,0x6BF561D1,1,29.511778,2,-280.38104,185.02408,136.55963,Not in Vehicle,0.0
7152,-1364.5035,269.1022,13.469319,1,0,0.0,3,0,628842,0x8B6C0CD4,1,26.417084,4,-1372.1003,294.62543,10.120042,Not in Vehicle,0.0
2171,-877.1443,370.1585,112.38835,0,0,0.0,3,0,628842,0x6BF561D1,1,6.383992,4,-873.11096,375.15015,110.187294,Not in Vehicle,0.0
5383,-1118.4281,527.3402,128.86061,0,0,0.0,3,0,1075066,0x6BF561D1,1,8.287188,1,-1120.4335,523.421,121.83692,Not in Vehicle,0.0
4464,637.55475,-490.98288,110.9631,0,0,0.0,3,0,628841,0xB2B12B51,1,7.793386,1,630.4881,-489.25375,108.16856,Not in Vehicle,0.0
9374,641.7104,-479.39627,112.24402,0,0,0.0,3,0,628841,0xB2B12B51,1,7.951391,1,641.54584,-486.51227,108.99354,Not in Vehicle,0.0
1318,664.1451,-507.41714,110.069786,1,0,0.0,3,0,1075121,0x6BF561D1,1,19.48399,3,644.5221,-501.8879,107.995026,Not in Vehicle,0.0
4589,633.1612,-480.817,110.7916,0,0,0.0,3,0,628841,0x6BF561D1,1,8.452935,4,626.36255,-483.78836,108.14348,Not in Vehicle,0.0
4429,641.05695,-476.55817,112.7037,1,0,0.0,3,0,628841,0x6BF561D1,1,8.706978,3,634.97107,-480.7417,108.861626,Not in Vehicle,0.0
1475,-883.4097,359.9276,109.87702,1,0,0.0,3,0,628842,0xFC6A70F8,1,9.078043,1,-874.62415,358.0043,108.64191,Not in Vehicle,0.0
8871,553.1543,981.60565,54.177856,0,0,0.0,3,0,1193876,0xE1313617,1,27.14399,1,571.78296,1001.34753,54.012634,Not in Vehicle,0.0
6932,-1525.1826,264.8389,18.738958,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,33.5743,1,-1520.4261,297.41248,12.138079,Not in Vehicle,0.0
5317,-328.90146,1402.9418,103.80522,0,0,0.0,3,0,628841,0x6BF561D1,1,9.829696,1,-320.07672,1406.5974,101.48504,Not in Vehicle,0.0
8038,645.5579,-471.21655,109.680626,1,0,0.0,3,0,628841,0x6BF561D1,1,5.971256,3,649.5145,-476.1642,108.120094,Not in Vehicle,0.0
8572,599.11194,382.77094,108.10399,1,0,0.0,3,0,1047189,0xA46327C1,1,3.808517,1,600.60284,380.5592,105.385445,Not in Vehicle,0.0
9985,-1920.4722,-1710.0168,102.47289,0,0,0.0,4,0,1046713,0xDFFE7978,1,5.168759,2,-1924.6458,-1707.3438,100.99998,Not in Vehicle,0.0
5831,633.3146,-486.33295,118.32158,0,0,0.0,3,0,628841,0x6BF561D1,1,13.864116,3,635.1819,-477.2819,108.16856,Not in Vehicle,0.0
4163,-521.5377,-182.45844,102.06295,1,0,0.0,3,0,1047189,0x6BF561D1,1,18.291256,1,-518.7742,-201.1807,98.996124,Not in Vehicle,0.0
8669,573.7017,373.19644,112.32974,0,0,0.0,3,0,1075068,0xF487EE76,1,11.510626,2,563.61865,368.04584,110.25595,Not in Vehicle,0.0
8095,-325.1073,1418.8016,109.669876,0,0,0.0,3,0,1068245,0x6BF561D1,1,4.51307,3,-326.94275,1420.8584,107.171585,Not in Vehicle,0.0
1613,-275.97284,169.11502,122.32173,1,0,0.0,3,0,1071245,0x6BF561D1,1,12.516893,1,-272.6588,181.15823,121.51465,Not in Vehicle,0.0
5268,-698.8527,708.09546,91.58613,0,0,0.0,3,0,1071245,0xFC6A70F8,1,14.66542,1,-696.7346,693.7781,89.219536,Not in Vehicle,0.0
425,-331.04007,1400.5042,104.189415,0,0,0.0,3,0,1046713,0x6BF561D1,1,17.856611,5,-317.00577,1412.4327,101.47997,Not in Vehicle,0.0
7746,627.64276,-488.90097,112.1442,0,0,0.0,3,0,628841,0xB2B12B51,1,7.597466,1,632.2848,-483.7781,108.99312,Not in Vehicle,0.0
9659,-1021.122,60.10071,103.15765,0,0,0.0,3,0,1066493,0x8B6C0CD4,1,13.790989,3,-1029.7842,50.84272,100.16995,Not in Vehicle,0.0
8391,837.5892,-531.656,110.822235,0,0,0.0,3,0,1047189,0x6BF561D1,1,8.830571,2,833.65326,-524.1302,108.41519,Not in Vehicle,0.0
9395,632.68677,-484.02112,112.218475,0,0,0.0,3,0,628841,0xB2B12B51,1,7.246421,3,634.68616,-490.829,108.76146,Not in Vehicle,0.0
143,-1111.3628,549.0004,125.015945,0,0,0.0,3,0,1087636,0x6BF561D1,1,10.841976,3,-1106.1077,538.93097,121.81503,Not in Vehicle,0.0
3820,832.39465,-525.23395,114.403404,0,0,0.0,3,0,628841,0x6BF561D1,1,12.180833,3,827.0399,-517.66394,108.23177,Not in Vehicle,0.0
7724,639.23315,-483.0698,112.019005,0,0,0.0,3,0,628841,0x6BF561D1,1,7.699579,1,644.02606,-478.58212,108.14022,Not in Vehicle,0.0
4345,642.03906,-476.39456,111.59904,1,0,0.0,3,0,628841,0x6BF561D1,1,8.49191,1,635.4769,-481.26144,109.28292,Not in Vehicle,0.0
8496,501.78223,1701.8555,126.400894,1,0,0.0,3,0,628838,0x6BF561D1,1,10.408022,16,500.19202,1711.7502,123.59204,Not in Vehicle,0.0
4788,-872.37164,363.38626,112.21189,0,0,0.0,3,0,628841,0x6BF561D1,1,12.184645,1,-873.16547,375.37524,110.187164,Not in Vehicle,0.0
7661,-1520.0258,202.92297,7.641789,0,0,0.0,3,0,1046727,0x8B6C0CD4,1,17.408548,1,-1522.6477,183.14569,6.245042,Not in Vehicle,0.0
9103,79.43113,-205.89008,104.54459,1,0,0.0,3,0,1068245,0x6BF561D1,1,6.977491,1,73.481125,-203.8736,101.50846,Not in Vehicle,0.0
4681,632.4055,-486.03665,110.127884,1,0,0.0,3,0,628841,0x6BF561D1,1,7.976181,3,636.15234,-479.0743,108.70288,Not in Vehicle,0.0
5369,-1100.5314,529.42975,128.94868,0,0,0.0,3,0,1075066,0x6BF561D1,1,14.311676,1,-1109.2192,520.5722,121.81503,Not in Vehicle,0.0
2309,84.84918,-81.022675,102.23357,0,0,0.0,3,0,628841,0x6BF561D1,1,8.68927,1,90.6081,-75.09159,99.14527,Not in Vehicle,0.0
2112,764.2632,201.04164,102.58055,0,0,0.0,5,0,1046713,0x12FA11A9,1,5.610064,1,769.6561,199.5549,102.111404,Not in Vehicle,0.0
834,647.4903,-479.7108,112.22715,1,0,0.0,3,0,1075121,0x6BF561D1,1,8.677186,3,648.1134,-487.3627,108.12004,Not in Vehicle,0.0
593,848.3484,-542.89465,110.86361,1,0,0.0,3,0,628824,0xFC6A70F8,1,24.074139,2,834.0016,-523.7169,108.39991,Not in Vehicle,0.0
7732,632.407,-491.0701,112.18527,1,0,0.0,3,0,628841,0xB2B12B51,1,5.348813,1,632.83765,-486.43915,109.543564,Not in Vehicle,0.0
5008,636.3648,-493.38385,111.43324,0,0,0.0,3,0,1047189,0x6BF561D1,1,13.263467,4,631.9298,-483.99927,108.79666,Not in Vehicle,0.0
2131,-309.31143,436.76917,119.405876,0,0,0.0,3,0,1066493,0x6BF561D1,1,4.306596,2,-305.0452,437.1657,118.971405,Not in Vehicle,0.0
765,890.79694,-189.05147,106.34921,0,0,0.0,3,0,1068245,0x6BF561D1,1,8.355345,1,890.9397,-196.85365,103.363014,Not in Vehicle,0.0
146,-1098.807,539.2483,124.285324,0,0,0.0,3,0,1087636,0x6BF561D1,1,7.851646,1,-1106.2269,537.67017,121.81503,Not in Vehicle,0.0
394,-273.9373,172.86386,121.90972,1,0,0.0,3,0,525027,0x6BF561D1,1,17.251764,1,-283.9093,182.49593,132.02728,Not in Vehicle,0.0
7701,490.29248,1718.8512,129.70093,0,0,0.0,3,0,1068245,0x6BF561D1,1,16.421375,1,505.5857,1715.5059,127.741516,Not in Vehicle,0.0
8600,-1506.6968,-585.28656,17.557117,0,0,0.0,3,0,628824,0x6BF561D1,1,9.482663,3,-1513.9661,-583.1405,14.103861,Not in Vehicle,0.0
3808,-11.928962,468.90567,100.13382,0,0,0.0,3,0,1071245,0x6BF561D1,1,8.790769,1,-5.428882,474.08456,97.620445,Not in Vehicle,0.0
8237,-1088.1604,-63.75105,107.52687,0,0,0.0,3,0,1075142,0x8B6C0CD4,1,17.778406,5,-1074.7239,-47.330753,103.927345,Not in Vehicle,0.0
7721,632.59656,-483.57513,110.835236,0,0,0.0,3,0,628841,0xB2B12B51,1,4.942369,4,634.42377,-478.667,108.29881,Not in Vehicle,0.0
3494,846.1789,-934.2317,249.18053,1,0,0.0,3,0,1071248,0xB2B12B51,1,10.87019,3,835.2907,-933.45557,246.75781,Not in Vehicle,0.0
2184,-331.29105,1403.0494,104.27725,0,0,0.0,3,0,628841,0x6BF561D1,1,4.785116,1,-328.317,1406.9003,101.479614,Not in Vehicle,0.0
3336,-1281.3566,-1239.7417,111.904526,0,1,0.0,3,0,1046713,0x6BF561D1,1,9.314762,3,-1281.8395,-1247.7362,108.77182,Not in Vehicle,0.0
2159,-1096.652,536.8005,124.44545,0,0,0.0,3,0,1071245,0x2F7B991A,1,8.99042,2,-1103.8307,541.9218,121.81254,Not in Vehicle,0.0
6732,-1107.4391,47.16718,110.94593,0,0,0.0,3,0,628842,0x8B6C0CD4,1,23.1074,3,-1126.7466,59.34635,107.151245,Not in Vehicle,0.0
7485,837.10516,-527.1244,108.96183,0,0,0.0,3,0,628841,0xFC6A70F8,1,4.610515,2,833.5488,-524.2405,108.41954,Not in Vehicle,0.0
5712,-288.35092,167.80042,127.11018,1,0,0.0,3,0,628841,0x6BF561D1,1,22.751293,1,-270.40503,180.61649,121.51424,Not in Vehicle,0.0
3410,-1284.2751,-1267.4055,111.96726,0,0,0.0,3,0,1066495,0xB2B12B51,1,5.843418,1,-1288.023,-1270.5271,108.749306,Not in Vehicle,0.0
9873,662.2862,-497.03995,111.53692,1,0,0.0,3,0,628841,0x6BF561D1,1,9.875352,1,652.72833,-497.01248,107.999954,Not in Vehicle,0.0
3497,-1231.1533,267.77826,16.461569,0,0,0.0,3,0,628841,0x9657CFFB,1,7.327064,1,-1236.9342,272.1752,15.495042,Not in Vehicle,0.0
2071,-1115.4073,525.25903,125.43098,1,0,0.0,3,0,1075121,0x2F7B991A,1,7.763264,4,-1110.077,526.1132,121.885826,Not in Vehicle,0.0
1367,640.74805,-507.2225,110.93757,1,0,0.0,3,0,1046713,0xF487EE76,1,9.069212,3,646.364,-499.4592,107.995094,Not in Vehicle,0.0
2364,596.6335,1018.3166,58.94051,1,0,0.0,3,0,1075068,0x4A22FC60,1,12.006763,1,585.31335,1015.66797,55.9402,Not in Vehicle,0.0
7709,493.5501,1712.7633,128.08527,0,0,0.0,3,0,1046713,0x6BF561D1,1,15.880558,1,508.9356,1708.8887,127.403465,Not in Vehicle,0.0
9122,89.84497,-209.77246,102.79818,0,0,0.0,3,0,1068245,0x6BF561D1,1,5.422342,5,95.05239,-208.89505,99.74998,Not in Vehicle,0.0
3512,-1122.5378,544.0009,126.05783,0,0,0.0,3,0,1087636,0x6BF561D1,1,17.722307,3,-1115.426,527.7617,121.88278,Not in Vehicle,0.0
6364,647.4641,-1777.4667,111.39233,1,0,0.0,4,0,1047189,0xAAD6A3AD,1,17.374744,1,664.7529,-1776.4487,109.99868,Not in Vehicle,0.0
3501,-1108.2378,538.66895,124.852425,0,0,0.0,3,0,1087636,0x6BF561D1,1,6.420687,3,-1113.9556,537.086,121.81503,Not in Vehicle,0.0
4574,645.0094,-496.7059,112.04939,0,0,0.0,3,0,628841,0x6BF561D1,1,11.013249,3,637.4572,-489.9407,109.32167,Not in Vehicle,0.0
3141,592.4713,378.73135,107.45882,0,0,0.0,3,0,1075104,0xB2B12B51,1,4.070491,3,588.1321,378.51486,105.490486,Not in Vehicle,0.0
6041,650.4338,-494.87958,113.60557,1,0,0.0,3,0,628841,0x6BF561D1,1,11.870172,3,644.5003,-486.80685,108.16844,Not in Vehicle,0.0
1247,97.15327,-119.0635,101.76127,0,0,0.0,3,0,1075104,0xF487EE76,1,6.506415,3,95.49203,-113.3388,98.99496,Not in Vehicle,0.0
8798,1052.9468,-793.00037,142.18318,1,0,0.0,3,0,628841,0x6BF561D1,1,7.509181,4,1048.6296,-786.54626,140.10562,Not in Vehicle,0.0
74,566.9351,1018.7342,65.22139,0,0,0.0,3,0,1045603,0x4A22FC60,1,0.0,1,566.30707,985.79376,66.83342,Not in Vehicle,0.0
5860,637.65265,-493.24292,110.99419,0,0,0.0,3,0,628841,0x6BF561D1,1,8.330839,3,631.779,-489.83826,108.526474,Not in Vehicle,0.0
7334,-1164.7803,713.129,100.47377,1,0,0.0,3,0,1046713,0x6BF561D1,1,11.43405,3,-1153.8677,706.62994,100.23334,Not in Vehicle,0.0
2396,-1533.0972,-233.50775,161.24692,0,0,0.0,3,0,1075068,0x6BF561D1,1,8.675294,4,-1538.5686,-232.28738,157.00635,Not in Vehicle,0.0
8305,476.52,1740.4562,115.79321,0,0,0.0,3,0,1066493,0x6BF561D1,1,6.389448,1,482.70514,1738.8579,115.67275,Not in Vehicle,0.0
986,-280.38104,180.22401,130.13887,0,0,0.0,3,0,525027,0x6BF561D1,1,4.683583,2,-278.74115,184.24448,131.88489,Not in Vehicle,0.0
8347,-1427.885,215.19672,13.794522,1,0,0.0,3,0,1075142,0x8B6C0CD4,1,17.864649,1,-1445.2969,218.1213,11.070669,Not in Vehicle,0.0
4843,651.3276,-483.91275,109.162895,0,0,0.0,3,0,628841,0x6BF561D1,1,10.889068,3,643.90625,-491.04333,108.17255,Not in Vehicle,0.0
5959,671.811,-679.82965,112.350174,0,0,0.0,3,0,628841,0xB2B12B51,1,7.247117,3,673.08496,-685.67316,108.280716,Not in Vehicle,0.0
8414,-293.02362,427.06732,120.03213,1,0,0.0,3,0,1075121,0x6BF561D1,1,17.703188,1,-309.11395,434.3757,118.960464,Not in Vehicle,0.0
5598,633.8104,-484.1694,113.14668,0,0,0.0,3,0,628841,0x6BF561D1,1,9.864987,1,642.64307,-483.22748,108.764694,Not in Vehicle,0.0
5761,-1104.8148,557.72974,101.66726,0,0,0.0,3,0,1075121,0xB2B12B51,1,6.688363,1,-1103.0656,551.8541,98.99452,Not in Vehicle,0.0
7699,505.2609,1701.0527,130.0098,0,0,0.0,3,0,1149869,0x6BF561D1,1,26.09053,1,517.147,1678.2559,128.05043,Not in Vehicle,0.0
4131,-355.26627,1443.4264,117.06362,0,0,0.0,3,0,628842,0xA46327C1,1,35.108086,2,-326.4815,1427.7344,104.50273,Not in Vehicle,0.0
8834,-1233.3586,259.74637,18.199135,1,0,0.0,3,0,1046713,0x9657CFFB,1,23.02414,16,-1255.5758,259.94272,16.49502,Not in Vehicle,0.0
1761,823.1029,-518.5256,111.12736,0,0,0.0,3,0,628841,0x6BF561D1,1,11.215703,2,812.31805,-517.6271,108.178925,Not in Vehicle,0.0
4263,-1541.3475,-236.05927,160.48352,1,0,0.0,3,0,525027,0x6BF561D1,1,13.667995,2,-1528.184,-227.03296,159.52489,Not in Vehicle,0.0
4212,-263.09393,432.15527,128.71056,0,0,0.0,3,0,1066492,0x6BF561D1,1,10.454403,1,-262.62677,422.3776,125.04332,Not in Vehicle,0.0
4043,844.64087,-944.72754,255.18486,0,0,0.0,3,0,1149869,0x2F7B991A,1,4.641963,1,829.74646,-936.7065,252.05554,Not in Vehicle,0.0
530,431.15768,-1569.2883,108.59733,0,1,0.0,3,0,1075121,0xB2B12B51,1,7.814235,4,439.7533,-1572.6671,106.130646,Not in Vehicle,0.0
5124,-295.2323,420.78293,120.21209,0,0,0.0,3,0,1075068,0x6BF561D1,1,20.35464,1,-306.17822,437.89917,118.97587,Not in Vehicle,0.0
3954,-913.5664,84.87642,101.9714,0,0,0.0,3,0,1071248,0x8B6C0CD4,1,11.249032,3,-918.6411,74.882545,99.65946,Not in Vehicle,0.0
7814,-989.482,856.2041,103.61667,0,0,0.0,3,0,1075068,0xF487EE76,1,13.636118,2,-1002.7469,855.0887,100.57213,Not in Vehicle,0.0
5063,-281.5528,681.13086,104.75093,1,0,0.0,3,0,1068245,0xFC6A70F8,1,7.756329,1,-275.77588,684.0161,100.45445,Not in Vehicle,0.0
5720,-279.5853,156.04904,126.83897,1,0,0.0,3,0,628841,0x6BF561D1,1,26.761713,1,-270.38766,180.63666,121.51424,Not in Vehicle,0.0
223,-304.69086,425.04272,122.08632,0,0,0.0,3,0,1087636,0x6BF561D1,1,8.86247,2,-307.32053,432.90674,118.95511,Not in Vehicle,0.0
7907,650.076,-485.8726,110.73323,0,1,0.0,3,0,628841,0xB2B12B51,1,5.310101,1,651.61926,-481.51526,108.119965,Not in Vehicle,0.0
1779,88.884,-181.23903,101.42152,0,0,0.0,3,0,1075121,0x6BF561D1,1,4.939559,1,84.991585,-183.07054,98.99378,Not in Vehicle,0.0
1025,563.6214,994.93567,57.94213,0,0,0.0,3,0,1047189,0x4A22FC60,1,21.77985,1,575.9648,1013.2245,55.99504,Not in Vehicle,0.0
6568,-1435.4641,183.43398,14.284595,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,31.196053,1,-1444.939,212.98215,11.070689,Not in Vehicle,0.0
3778,-878.7035,371.68237,113.68026,0,0,0.0,3,0,1068245,0x6BF561D1,1,10.056772,1,-870.0252,375.3736,110.18728,Not in Vehicle,0.0
8273,-1064.3656,573.70917,105.72048,0,0,0.0,3,0,628841,0x6BF561D1,1,7.81187,9,-1069.0989,572.74426,99.582245,Brawler_Civ_Bus,0.0
9620,499.8883,1725.7993,123.941864,0,0,0.0,3,0,1075068,0xB2B12B51,1,2.952185,1,499.88492,1722.874,123.54426,Not in Vehicle,0.0
2716,-1254.2816,-1229.8114,112.07124,0,0,0.0,3,0,628824,0x6BF561D1,1,7.314396,1,-1251.9208,-1223.6008,108.75262,Not in Vehicle,0.0
6206,671.82227,-1418.0591,113.70739,1,0,0.0,3,0,628841,0x6BF561D1,1,6.751782,1,670.4266,-1424.1244,111.34562,Not in Vehicle,0.0
9545,628.4122,-489.42294,110.88992,0,0,0.0,3,0,628841,0x6BF561D1,1,5.116081,3,631.8699,-485.89532,108.92934,Not in Vehicle,0.0
6993,-1461.8356,199.58693,14.761967,1,0,0.0,3,0,628842,0x8B6C0CD4,1,17.542757,4,-1448.9625,210.70029,11.100627,Not in Vehicle,0.0
3482,851.17444,-939.37787,249.69916,1,0,0.0,3,0,1075139,0x2F7B991A,1,18.883757,5,830.6905,-933.8739,246.73636,Not in Vehicle,0.0
4653,640.25824,-488.67813,111.097176,1,0,0.0,3,0,628841,0x6BF561D1,1,6.648521,1,639.79297,-482.09668,109.22009,Not in Vehicle,0.0
3402,828.44104,-941.4438,255.28673,0,0,0.0,3,0,628841,0xB2B12B51,1,5.488594,1,831.3237,-944.6549,252.07487,Not in Vehicle,0.0
6253,-1025.5337,64.2768,102.50463,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,28.209902,3,-1040.4294,41.04817,100.36253,Not in Vehicle,0.0
5725,-287.15097,170.95975,127.16029,1,0,0.0,3,0,628841,0x6BF561D1,1,20.138449,1,-270.40503,180.61649,121.51424,Not in Vehicle,0.0
6794,636.1753,-483.24127,112.498856,0,0,0.0,3,0,628841,0xB2B12B51,1,5.71865,1,640.8921,-484.36594,109.46919,Not in Vehicle,0.0
